Image,VulnerabilityID,PkgName,InstalledVersion,Severity
jenkins/jenkins:lts,CVE-2023-4641,login,1:4.13+dfsg1-1+b1,MEDIUM
jenkins/jenkins:lts,CVE-2007-5686,login,1:4.13+dfsg1-1+b1,LOW
jenkins/jenkins:lts,CVE-2019-19882,login,1:4.13+dfsg1-1+b1,LOW
jenkins/jenkins:lts,CVE-2023-29383,login,1:4.13+dfsg1-1+b1,LOW
jenkins/jenkins:lts,TEMP-0628843-DBAD28,login,1:4.13+dfsg1-1+b1,LOW
jenkins/jenkins:lts,CVE-2022-0563,mount,2.38.1-5+deb12u1,LOW
jenkins/jenkins:lts,CVE-2023-50495,ncurses-base,6.4-4,MEDIUM
jenkins/jenkins:lts,CVE-2023-45918,ncurses-base,6.4-4,LOW
jenkins/jenkins:lts,CVE-2023-50495,ncurses-bin,6.4-4,MEDIUM
jenkins/jenkins:lts,CVE-2023-45918,ncurses-bin,6.4-4,LOW
jenkins/jenkins:lts,CVE-2007-2243,openssh-client,1:9.2p1-2+deb12u3,LOW
jenkins/jenkins:lts,CVE-2007-2768,openssh-client,1:9.2p1-2+deb12u3,LOW
jenkins/jenkins:lts,CVE-2008-3234,openssh-client,1:9.2p1-2+deb12u3,LOW
jenkins/jenkins:lts,CVE-2016-20012,openssh-client,1:9.2p1-2+deb12u3,LOW
jenkins/jenkins:lts,CVE-2018-15919,openssh-client,1:9.2p1-2+deb12u3,LOW
jenkins/jenkins:lts,CVE-2019-6110,openssh-client,1:9.2p1-2+deb12u3,LOW
jenkins/jenkins:lts,CVE-2020-14145,openssh-client,1:9.2p1-2+deb12u3,LOW
jenkins/jenkins:lts,CVE-2020-15778,openssh-client,1:9.2p1-2+deb12u3,LOW
jenkins/jenkins:lts,CVE-2023-51767,openssh-client,1:9.2p1-2+deb12u3,LOW
jenkins/jenkins:lts,CVE-2024-4603,openssl,3.0.13-1~deb12u1,MEDIUM
jenkins/jenkins:lts,CVE-2024-4741,openssl,3.0.13-1~deb12u1,MEDIUM
jenkins/jenkins:lts,CVE-2024-5535,openssl,3.0.13-1~deb12u1,MEDIUM
jenkins/jenkins:lts,CVE-2024-2511,openssl,3.0.13-1~deb12u1,LOW
jenkins/jenkins:lts,CVE-2023-4641,passwd,1:4.13+dfsg1-1+b1,MEDIUM
jenkins/jenkins:lts,CVE-2007-5686,passwd,1:4.13+dfsg1-1+b1,LOW
jenkins/jenkins:lts,CVE-2019-19882,passwd,1:4.13+dfsg1-1+b1,LOW
jenkins/jenkins:lts,CVE-2023-29383,passwd,1:4.13+dfsg1-1+b1,LOW
jenkins/jenkins:lts,TEMP-0628843-DBAD28,passwd,1:4.13+dfsg1-1+b1,LOW
jenkins/jenkins:lts,CVE-2023-31484,perl,5.36.0-7+deb12u1,HIGH
jenkins/jenkins:lts,CVE-2011-4116,perl,5.36.0-7+deb12u1,LOW
jenkins/jenkins:lts,CVE-2023-31486,perl,5.36.0-7+deb12u1,LOW
jenkins/jenkins:lts,CVE-2023-31484,perl-base,5.36.0-7+deb12u1,HIGH
jenkins/jenkins:lts,CVE-2011-4116,perl-base,5.36.0-7+deb12u1,LOW
jenkins/jenkins:lts,CVE-2023-31486,perl-base,5.36.0-7+deb12u1,LOW
jenkins/jenkins:lts,CVE-2023-31484,perl-modules-5.36,5.36.0-7+deb12u1,HIGH
jenkins/jenkins:lts,CVE-2011-4116,perl-modules-5.36,5.36.0-7+deb12u1,LOW
jenkins/jenkins:lts,CVE-2023-31486,perl-modules-5.36,5.36.0-7+deb12u1,LOW
jenkins/jenkins:lts,CVE-2023-4016,procps,2:4.0.2-3,LOW
jenkins/jenkins:lts,TEMP-0517018-A83CE6,sysvinit-utils,3.06-4,LOW
jenkins/jenkins:lts,CVE-2005-2541,tar,1.34+dfsg-1.2+deb12u1,LOW
jenkins/jenkins:lts,TEMP-0290435-0B57B5,tar,1.34+dfsg-1.2+deb12u1,LOW
jenkins/jenkins:lts,CVE-2021-4217,unzip,6.0-28,LOW
jenkins/jenkins:lts,CVE-2022-0563,util-linux,2.38.1-5+deb12u1,LOW
jenkins/jenkins:lts,CVE-2022-0563,util-linux-extra,2.38.1-5+deb12u1,LOW
jenkins/jenkins:lts,CVE-2023-45853,zlib1g,1:1.2.13.dfsg-1,CRITICAL
jenkins/jenkins:lts,CVE-2016-1000027,org.springframework:spring-web,5.3.34,CRITICAL
wordpress:latest,CVE-2024-38475,apache2,2.4.59-1~deb12u1,CRITICAL
wordpress:latest,CVE-2024-38474,apache2,2.4.59-1~deb12u1,HIGH
wordpress:latest,CVE-2024-38476,apache2,2.4.59-1~deb12u1,HIGH
wordpress:latest,CVE-2024-38477,apache2,2.4.59-1~deb12u1,HIGH
wordpress:latest,CVE-2024-39573,apache2,2.4.59-1~deb12u1,HIGH
wordpress:latest,CVE-2024-40725,apache2,2.4.59-1~deb12u1,HIGH
wordpress:latest,CVE-2024-38473,apache2,2.4.59-1~deb12u1,MEDIUM
wordpress:latest,CVE-2001-1534,apache2,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2003-1307,apache2,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2003-1580,apache2,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2003-1581,apache2,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2007-0086,apache2,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2007-1743,apache2,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2007-3303,apache2,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2008-0456,apache2,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2024-36387,apache2,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2024-38472,apache2,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2024-38475,apache2-bin,2.4.59-1~deb12u1,CRITICAL
wordpress:latest,CVE-2024-38474,apache2-bin,2.4.59-1~deb12u1,HIGH
wordpress:latest,CVE-2024-38476,apache2-bin,2.4.59-1~deb12u1,HIGH
wordpress:latest,CVE-2024-38477,apache2-bin,2.4.59-1~deb12u1,HIGH
wordpress:latest,CVE-2024-39573,apache2-bin,2.4.59-1~deb12u1,HIGH
wordpress:latest,CVE-2024-40725,apache2-bin,2.4.59-1~deb12u1,HIGH
wordpress:latest,CVE-2024-38473,apache2-bin,2.4.59-1~deb12u1,MEDIUM
wordpress:latest,CVE-2001-1534,apache2-bin,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2003-1307,apache2-bin,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2003-1580,apache2-bin,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2003-1581,apache2-bin,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2007-0086,apache2-bin,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2007-1743,apache2-bin,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2007-3303,apache2-bin,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2008-0456,apache2-bin,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2024-36387,apache2-bin,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2024-38472,apache2-bin,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2024-38475,apache2-data,2.4.59-1~deb12u1,CRITICAL
wordpress:latest,CVE-2024-38474,apache2-data,2.4.59-1~deb12u1,HIGH
wordpress:latest,CVE-2024-38476,apache2-data,2.4.59-1~deb12u1,HIGH
wordpress:latest,CVE-2024-38477,apache2-data,2.4.59-1~deb12u1,HIGH
wordpress:latest,CVE-2024-39573,apache2-data,2.4.59-1~deb12u1,HIGH
wordpress:latest,CVE-2024-40725,apache2-data,2.4.59-1~deb12u1,HIGH
wordpress:latest,CVE-2024-38473,apache2-data,2.4.59-1~deb12u1,MEDIUM
wordpress:latest,CVE-2001-1534,apache2-data,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2003-1307,apache2-data,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2003-1580,apache2-data,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2003-1581,apache2-data,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2007-0086,apache2-data,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2007-1743,apache2-data,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2007-3303,apache2-data,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2008-0456,apache2-data,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2024-36387,apache2-data,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2024-38472,apache2-data,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2024-38475,apache2-utils,2.4.59-1~deb12u1,CRITICAL
wordpress:latest,CVE-2024-38474,apache2-utils,2.4.59-1~deb12u1,HIGH
wordpress:latest,CVE-2024-38476,apache2-utils,2.4.59-1~deb12u1,HIGH
wordpress:latest,CVE-2024-38477,apache2-utils,2.4.59-1~deb12u1,HIGH
wordpress:latest,CVE-2024-39573,apache2-utils,2.4.59-1~deb12u1,HIGH
wordpress:latest,CVE-2024-40725,apache2-utils,2.4.59-1~deb12u1,HIGH
wordpress:latest,CVE-2024-38473,apache2-utils,2.4.59-1~deb12u1,MEDIUM
wordpress:latest,CVE-2001-1534,apache2-utils,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2003-1307,apache2-utils,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2003-1580,apache2-utils,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2003-1581,apache2-utils,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2007-0086,apache2-utils,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2007-1743,apache2-utils,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2007-3303,apache2-utils,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2008-0456,apache2-utils,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2024-36387,apache2-utils,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2024-38472,apache2-utils,2.4.59-1~deb12u1,LOW
wordpress:latest,CVE-2011-3374,apt,2.6.1,LOW
wordpress:latest,TEMP-0841856-B18BAF,bash,5.2.15-2+b7,LOW
wordpress:latest,CVE-2017-13716,binutils,2.40-2,LOW
wordpress:latest,CVE-2018-18483,binutils,2.40-2,LOW
wordpress:latest,CVE-2018-20673,binutils,2.40-2,LOW
wordpress:latest,CVE-2018-20712,binutils,2.40-2,LOW
wordpress:latest,CVE-2018-9996,binutils,2.40-2,LOW
wordpress:latest,CVE-2021-32256,binutils,2.40-2,LOW
wordpress:latest,CVE-2023-1972,binutils,2.40-2,LOW
wordpress:latest,CVE-2017-13716,binutils-aarch64-linux-gnu,2.40-2,LOW
wordpress:latest,CVE-2018-18483,binutils-aarch64-linux-gnu,2.40-2,LOW
wordpress:latest,CVE-2018-20673,binutils-aarch64-linux-gnu,2.40-2,LOW
wordpress:latest,CVE-2018-20712,binutils-aarch64-linux-gnu,2.40-2,LOW
wordpress:latest,CVE-2018-9996,binutils-aarch64-linux-gnu,2.40-2,LOW
wordpress:latest,CVE-2021-32256,binutils-aarch64-linux-gnu,2.40-2,LOW
wordpress:latest,CVE-2023-1972,binutils-aarch64-linux-gnu,2.40-2,LOW
wordpress:latest,CVE-2017-13716,binutils-common,2.40-2,LOW
wordpress:latest,CVE-2018-18483,binutils-common,2.40-2,LOW
wordpress:latest,CVE-2018-20673,binutils-common,2.40-2,LOW
wordpress:latest,CVE-2018-20712,binutils-common,2.40-2,LOW
wordpress:latest,CVE-2018-9996,binutils-common,2.40-2,LOW
wordpress:latest,CVE-2021-32256,binutils-common,2.40-2,LOW
wordpress:latest,CVE-2023-1972,binutils-common,2.40-2,LOW
wordpress:latest,CVE-2022-0563,bsdutils,1:2.38.1-5+deb12u1,LOW
wordpress:latest,CVE-2016-2781,coreutils,9.1-1,LOW
wordpress:latest,CVE-2017-18018,coreutils,9.1-1,LOW
wordpress:latest,CVE-2023-4039,cpp-12,12.2.0-14,MEDIUM
wordpress:latest,CVE-2022-27943,cpp-12,12.2.0-14,LOW
wordpress:latest,CVE-2024-2379,curl,7.88.1-10+deb12u6,LOW
wordpress:latest,CVE-2023-4039,g++-12,12.2.0-14,MEDIUM
wordpress:latest,CVE-2022-27943,g++-12,12.2.0-14,LOW
wordpress:latest,CVE-2023-4039,gcc-12,12.2.0-14,MEDIUM
wordpress:latest,CVE-2022-27943,gcc-12,12.2.0-14,LOW
wordpress:latest,CVE-2023-4039,gcc-12-base,12.2.0-14,MEDIUM
wordpress:latest,CVE-2022-27943,gcc-12-base,12.2.0-14,LOW
wordpress:latest,CVE-2024-29506,ghostscript,10.0.0~dfsg-11+deb12u4,MEDIUM
wordpress:latest,CVE-2024-29507,ghostscript,10.0.0~dfsg-11+deb12u4,MEDIUM
wordpress:latest,CVE-2024-29508,ghostscript,10.0.0~dfsg-11+deb12u4,MEDIUM
wordpress:latest,CVE-2024-29509,ghostscript,10.0.0~dfsg-11+deb12u4,MEDIUM
wordpress:latest,CVE-2022-1350,ghostscript,10.0.0~dfsg-11+deb12u4,LOW
wordpress:latest,CVE-2023-38560,ghostscript,10.0.0~dfsg-11+deb12u4,LOW
wordpress:latest,CVE-2024-29511,ghostscript,10.0.0~dfsg-11+deb12u4,LOW
wordpress:latest,CVE-2022-3219,gpgv,2.2.40-1.1,LOW
wordpress:latest,CVE-2005-0406,imagemagick-6-common,8:6.9.11.60+dfsg-1.6+deb12u1,LOW
wordpress:latest,CVE-2008-3134,imagemagick-6-common,8:6.9.11.60+dfsg-1.6+deb12u1,LOW
wordpress:latest,CVE-2016-8678,imagemagick-6-common,8:6.9.11.60+dfsg-1.6+deb12u1,LOW
wordpress:latest,CVE-2017-11754,imagemagick-6-common,8:6.9.11.60+dfsg-1.6+deb12u1,LOW
wordpress:latest,CVE-2017-11755,imagemagick-6-common,8:6.9.11.60+dfsg-1.6+deb12u1,LOW
wordpress:latest,CVE-2017-7275,imagemagick-6-common,8:6.9.11.60+dfsg-1.6+deb12u1,LOW
wordpress:latest,CVE-2018-15607,imagemagick-6-common,8:6.9.11.60+dfsg-1.6+deb12u1,LOW
wordpress:latest,CVE-2021-20311,imagemagick-6-common,8:6.9.11.60+dfsg-1.6+deb12u1,LOW
wordpress:latest,CVE-2023-34152,imagemagick-6-common,8:6.9.11.60+dfsg-1.6+deb12u1,LOW
wordpress:latest,CVE-2023-6879,libaom3,3.6.0-1,CRITICAL
wordpress:latest,CVE-2023-39616,libaom3,3.6.0-1,HIGH
wordpress:latest,CVE-2024-5171,libaom3,3.6.0-1,HIGH
wordpress:latest,CVE-2011-3374,libapt-pkg6.0,2.6.1,LOW
wordpress:latest,CVE-2023-4039,libasan8,12.2.0-14,MEDIUM
wordpress:latest,CVE-2022-27943,libasan8,12.2.0-14,LOW
wordpress:latest,CVE-2023-4039,libatomic1,12.2.0-14,MEDIUM
wordpress:latest,CVE-2022-27943,libatomic1,12.2.0-14,LOW
wordpress:latest,CVE-2023-38469,libavahi-client3,0.8-10,MEDIUM
wordpress:latest,CVE-2023-38470,libavahi-client3,0.8-10,MEDIUM
wordpress:latest,CVE-2023-38471,libavahi-client3,0.8-10,MEDIUM
wordpress:latest,CVE-2023-38472,libavahi-client3,0.8-10,MEDIUM
wordpress:latest,CVE-2023-38473,libavahi-client3,0.8-10,MEDIUM
wordpress:latest,CVE-2023-38469,libavahi-common-data,0.8-10,MEDIUM
wordpress:latest,CVE-2023-38470,libavahi-common-data,0.8-10,MEDIUM
wordpress:latest,CVE-2023-38471,libavahi-common-data,0.8-10,MEDIUM
wordpress:latest,CVE-2023-38472,libavahi-common-data,0.8-10,MEDIUM
wordpress:latest,CVE-2023-38473,libavahi-common-data,0.8-10,MEDIUM
wordpress:latest,CVE-2023-38469,libavahi-common3,0.8-10,MEDIUM
wordpress:latest,CVE-2023-38470,libavahi-common3,0.8-10,MEDIUM
wordpress:latest,CVE-2023-38471,libavahi-common3,0.8-10,MEDIUM
wordpress:latest,CVE-2023-38472,libavahi-common3,0.8-10,MEDIUM
wordpress:latest,CVE-2023-38473,libavahi-common3,0.8-10,MEDIUM
wordpress:latest,CVE-2017-13716,libbinutils,2.40-2,LOW
wordpress:latest,CVE-2018-18483,libbinutils,2.40-2,LOW
wordpress:latest,CVE-2018-20673,libbinutils,2.40-2,LOW
wordpress:latest,CVE-2018-20712,libbinutils,2.40-2,LOW
wordpress:latest,CVE-2018-9996,libbinutils,2.40-2,LOW
wordpress:latest,CVE-2021-32256,libbinutils,2.40-2,LOW
wordpress:latest,CVE-2023-1972,libbinutils,2.40-2,LOW
wordpress:latest,CVE-2022-0563,libblkid1,2.38.1-5+deb12u1,LOW
wordpress:latest,CVE-2010-4756,libc-bin,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2018-20796,libc-bin,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2019-1010022,libc-bin,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2019-1010023,libc-bin,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2019-1010024,libc-bin,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2019-1010025,libc-bin,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2019-9192,libc-bin,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2010-4756,libc-dev-bin,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2018-20796,libc-dev-bin,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2019-1010022,libc-dev-bin,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2019-1010023,libc-dev-bin,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2019-1010024,libc-dev-bin,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2019-1010025,libc-dev-bin,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2019-9192,libc-dev-bin,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2010-4756,libc6,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2018-20796,libc6,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2019-1010022,libc6,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2019-1010023,libc6,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2019-1010024,libc6,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2019-1010025,libc6,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2019-9192,libc6,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2010-4756,libc6-dev,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2018-20796,libc6-dev,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2019-1010022,libc6-dev,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2019-1010023,libc6-dev,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2019-1010024,libc6-dev,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2019-1010025,libc6-dev,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2019-9192,libc6-dev,2.36-9+deb12u7,LOW
wordpress:latest,CVE-2023-4039,libcc1-0,12.2.0-14,MEDIUM
wordpress:latest,CVE-2022-27943,libcc1-0,12.2.0-14,LOW
wordpress:latest,CVE-2017-13716,libctf-nobfd0,2.40-2,LOW
wordpress:latest,CVE-2018-18483,libctf-nobfd0,2.40-2,LOW
wordpress:latest,CVE-2018-20673,libctf-nobfd0,2.40-2,LOW
wordpress:latest,CVE-2018-20712,libctf-nobfd0,2.40-2,LOW
wordpress:latest,CVE-2018-9996,libctf-nobfd0,2.40-2,LOW
wordpress:latest,CVE-2021-32256,libctf-nobfd0,2.40-2,LOW
wordpress:latest,CVE-2023-1972,libctf-nobfd0,2.40-2,LOW
wordpress:latest,CVE-2017-13716,libctf0,2.40-2,LOW
wordpress:latest,CVE-2018-18483,libctf0,2.40-2,LOW
wordpress:latest,CVE-2018-20673,libctf0,2.40-2,LOW
wordpress:latest,CVE-2018-20712,libctf0,2.40-2,LOW
wordpress:latest,CVE-2018-9996,libctf0,2.40-2,LOW
wordpress:latest,CVE-2021-32256,libctf0,2.40-2,LOW
wordpress:latest,CVE-2023-1972,libctf0,2.40-2,LOW
wordpress:latest,CVE-2024-35235,libcups2,2.4.2-3+deb12u5,MEDIUM
wordpress:latest,CVE-2014-8166,libcups2,2.4.2-3+deb12u5,LOW
wordpress:latest,CVE-2024-2379,libcurl4,7.88.1-10+deb12u6,LOW
wordpress:latest,CVE-2023-32570,libdav1d6,1.0.0-2+deb12u1,MEDIUM
wordpress:latest,CVE-2023-51792,libde265-0,1.0.11-1+deb12u2,MEDIUM
wordpress:latest,CVE-2024-38949,libde265-0,1.0.11-1+deb12u2,MEDIUM
wordpress:latest,CVE-2024-38950,libde265-0,1.0.11-1+deb12u2,MEDIUM
wordpress:latest,CVE-2023-52425,libexpat1,2.5.0-1,HIGH
wordpress:latest,CVE-2023-52426,libexpat1,2.5.0-1,LOW
wordpress:latest,CVE-2024-28757,libexpat1,2.5.0-1,LOW
wordpress:latest,CVE-2023-4039,libgcc-12-dev,12.2.0-14,MEDIUM
wordpress:latest,CVE-2022-27943,libgcc-12-dev,12.2.0-14,LOW
wordpress:latest,CVE-2023-4039,libgcc-s1,12.2.0-14,MEDIUM
wordpress:latest,CVE-2022-27943,libgcc-s1,12.2.0-14,LOW
wordpress:latest,CVE-2024-2236,libgcrypt20,1.10.1-3,MEDIUM
wordpress:latest,CVE-2018-6829,libgcrypt20,1.10.1-3,LOW
wordpress:latest,CVE-2012-0039,libglib2.0-0,2.74.6-2+deb12u3,LOW
wordpress:latest,CVE-2011-3389,libgnutls30,3.7.9-2+deb12u3,LOW
wordpress:latest,CVE-2023-4039,libgomp1,12.2.0-14,MEDIUM
wordpress:latest,CVE-2022-27943,libgomp1,12.2.0-14,LOW
wordpress:latest,CVE-2017-13716,libgprofng0,2.40-2,LOW
wordpress:latest,CVE-2018-18483,libgprofng0,2.40-2,LOW
wordpress:latest,CVE-2018-20673,libgprofng0,2.40-2,LOW
wordpress:latest,CVE-2018-20712,libgprofng0,2.40-2,LOW
wordpress:latest,CVE-2018-9996,libgprofng0,2.40-2,LOW
wordpress:latest,CVE-2021-32256,libgprofng0,2.40-2,LOW
wordpress:latest,CVE-2023-1972,libgprofng0,2.40-2,LOW
wordpress:latest,CVE-2024-29506,libgs-common,10.0.0~dfsg-11+deb12u4,MEDIUM
wordpress:latest,CVE-2024-29507,libgs-common,10.0.0~dfsg-11+deb12u4,MEDIUM
wordpress:latest,CVE-2024-29508,libgs-common,10.0.0~dfsg-11+deb12u4,MEDIUM
wordpress:latest,CVE-2024-29509,libgs-common,10.0.0~dfsg-11+deb12u4,MEDIUM
wordpress:latest,CVE-2022-1350,libgs-common,10.0.0~dfsg-11+deb12u4,LOW
wordpress:latest,CVE-2023-38560,libgs-common,10.0.0~dfsg-11+deb12u4,LOW
wordpress:latest,CVE-2024-29511,libgs-common,10.0.0~dfsg-11+deb12u4,LOW
wordpress:latest,CVE-2024-29506,libgs10,10.0.0~dfsg-11+deb12u4,MEDIUM
wordpress:latest,CVE-2024-29507,libgs10,10.0.0~dfsg-11+deb12u4,MEDIUM
wordpress:latest,CVE-2024-29508,libgs10,10.0.0~dfsg-11+deb12u4,MEDIUM
wordpress:latest,CVE-2024-29509,libgs10,10.0.0~dfsg-11+deb12u4,MEDIUM
wordpress:latest,CVE-2022-1350,libgs10,10.0.0~dfsg-11+deb12u4,LOW
wordpress:latest,CVE-2023-38560,libgs10,10.0.0~dfsg-11+deb12u4,LOW
wordpress:latest,CVE-2024-29511,libgs10,10.0.0~dfsg-11+deb12u4,LOW
wordpress:latest,CVE-2024-29506,libgs10-common,10.0.0~dfsg-11+deb12u4,MEDIUM
wordpress:latest,CVE-2024-29507,libgs10-common,10.0.0~dfsg-11+deb12u4,MEDIUM
wordpress:latest,CVE-2024-29508,libgs10-common,10.0.0~dfsg-11+deb12u4,MEDIUM
wordpress:latest,CVE-2024-29509,libgs10-common,10.0.0~dfsg-11+deb12u4,MEDIUM
wordpress:latest,CVE-2022-1350,libgs10-common,10.0.0~dfsg-11+deb12u4,LOW
wordpress:latest,CVE-2023-38560,libgs10-common,10.0.0~dfsg-11+deb12u4,LOW
wordpress:latest,CVE-2024-29511,libgs10-common,10.0.0~dfsg-11+deb12u4,LOW
wordpress:latest,CVE-2024-26462,libgssapi-krb5-2,1.20.1-2+deb12u1,HIGH
wordpress:latest,CVE-2024-26458,libgssapi-krb5-2,1.20.1-2+deb12u1,MEDIUM
wordpress:latest,CVE-2024-26461,libgssapi-krb5-2,1.20.1-2+deb12u1,MEDIUM
wordpress:latest,CVE-2024-37370,libgssapi-krb5-2,1.20.1-2+deb12u1,MEDIUM
wordpress:latest,CVE-2024-37371,libgssapi-krb5-2,1.20.1-2+deb12u1,MEDIUM
wordpress:latest,CVE-2018-5709,libgssapi-krb5-2,1.20.1-2+deb12u1,LOW
wordpress:latest,CVE-2023-49460,libheif1,1.15.1-1,HIGH
wordpress:latest,CVE-2023-49462,libheif1,1.15.1-1,HIGH
wordpress:latest,CVE-2023-49463,libheif1,1.15.1-1,HIGH
wordpress:latest,CVE-2023-49464,libheif1,1.15.1-1,HIGH
wordpress:latest,CVE-2023-29659,libheif1,1.15.1-1,MEDIUM
wordpress:latest,CVE-2024-25269,libheif1,1.15.1-1,LOW
wordpress:latest,CVE-2023-4039,libhwasan0,12.2.0-14,MEDIUM
wordpress:latest,CVE-2022-27943,libhwasan0,12.2.0-14,LOW
wordpress:latest,CVE-2023-4039,libitm1,12.2.0-14,MEDIUM
wordpress:latest,CVE-2022-27943,libitm1,12.2.0-14,LOW
wordpress:latest,CVE-2020-36325,libjansson4,2.14-2,LOW
wordpress:latest,CVE-2017-9937,libjbig0,2.1-6.1,LOW
wordpress:latest,CVE-2023-46361,libjbig2dec0,0.19-3,MEDIUM
wordpress:latest,CVE-2024-26462,libk5crypto3,1.20.1-2+deb12u1,HIGH
wordpress:latest,CVE-2024-26458,libk5crypto3,1.20.1-2+deb12u1,MEDIUM
wordpress:latest,CVE-2024-26461,libk5crypto3,1.20.1-2+deb12u1,MEDIUM
wordpress:latest,CVE-2024-37370,libk5crypto3,1.20.1-2+deb12u1,MEDIUM
wordpress:latest,CVE-2024-37371,libk5crypto3,1.20.1-2+deb12u1,MEDIUM
wordpress:latest,CVE-2018-5709,libk5crypto3,1.20.1-2+deb12u1,LOW
wordpress:latest,CVE-2024-26462,libkrb5-3,1.20.1-2+deb12u1,HIGH
wordpress:latest,CVE-2024-26458,libkrb5-3,1.20.1-2+deb12u1,MEDIUM
wordpress:latest,CVE-2024-26461,libkrb5-3,1.20.1-2+deb12u1,MEDIUM
wordpress:latest,CVE-2024-37370,libkrb5-3,1.20.1-2+deb12u1,MEDIUM
wordpress:latest,CVE-2024-37371,libkrb5-3,1.20.1-2+deb12u1,MEDIUM
wordpress:latest,CVE-2018-5709,libkrb5-3,1.20.1-2+deb12u1,LOW
wordpress:latest,CVE-2024-26462,libkrb5support0,1.20.1-2+deb12u1,HIGH
wordpress:latest,CVE-2024-26458,libkrb5support0,1.20.1-2+deb12u1,MEDIUM
wordpress:latest,CVE-2024-26461,libkrb5support0,1.20.1-2+deb12u1,MEDIUM
wordpress:latest,CVE-2024-37370,libkrb5support0,1.20.1-2+deb12u1,MEDIUM
wordpress:latest,CVE-2024-37371,libkrb5support0,1.20.1-2+deb12u1,MEDIUM
wordpress:latest,CVE-2018-5709,libkrb5support0,1.20.1-2+deb12u1,LOW
wordpress:latest,CVE-2023-2953,libldap-2.5-0,2.5.13+dfsg-5,HIGH
wordpress:latest,CVE-2015-3276,libldap-2.5-0,2.5.13+dfsg-5,LOW
